name,r1,r2,n_members,members,missing_arms_10k,reason
ac19_27995,YYXXXXyxx,YYYXyXXyxx,1,40403,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_27996,YXXYx,YYxYXXYXXXYxx,3,40404 62069 87269,baseline,incomplete_all_existing_solved
ac19_28015,YXXyx,YYXYXyyxYxyxx,3,40434 112646 126185,s20_mk2_mK2,incomplete_all_existing_solved
ac19_2804,YYXXYx,YXXYXXYxxYx,4,3477 64502 110231 139104,"baseline,s20_f4",incomplete_all_existing_solved
ac19_28059,YXXYxxyx,YYYxxyxYX,4,40513 97464 132571 138178,s20_mk2_mK2,incomplete_all_existing_solved
ac19_28060,YXXyx,YYYXyxYxxyxxyx,1,40516,baseline,incomplete_all_existing_solved
ac19_28099,YYXXXyxyx,YYYXXXyyXX,1,40597,s20_f4,incomplete_all_existing_solved
ac19_281,YXXyx,YYXYxYxxyyxyx,3,809 8784 64574,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_2812,YYXXXyx,YYYXXXyxYXXX,1,3486,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_28159,YXXyx,YYXyxYYxyXXyX,3,40687 83986 132134,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_28164,YXXYx,YYXYYXXyxYxYX,3,40692 85737 98302,s20_mk2,incomplete_all_existing_solved
ac19_2817,YXXYx,YYxxyXyXYXyxyx,1,3491,s20_mk2_mK2,incomplete_all_existing_solved
ac19_28179,YXXyx,YYXyXyXYYXyxxx,1,40722,baseline,incomplete_all_existing_solved
ac19_28192,YXXyx,YYYXyyxxxyXyx,1,40748,s20_f4,incomplete_all_existing_solved
ac19_28195,YYXXYXX,YYYYYXyXyyX,2,40755 127417,s20_f4,incomplete_all_existing_solved
ac19_2820,YXXyx,YYYXyyXXyxYxxx,1,3494,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_28202,YXYXYx,YYXXXYxYxyXyx,1,40769,s20_f4,incomplete_all_existing_solved
ac19_28209,YXXyXYx,YYXYYXXXyX,3,40778 58555 61843,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_2821,YYXXYXX,YYYXXyyyXYxx,1,3495,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_28211,YXXyx,YYXyxYxYXyyXXX,1,40782,s20_mk2_mK2,incomplete_all_existing_solved
ac19_28230,YXX,YYYxyXyxxyyx,2,40812 82727,s20_f4,incomplete_all_existing_solved
ac19_28231,YXYXyx,YYXyyXyxxYxYX,2,40813 66422,s20_f4,incomplete_all_existing_solved
ac19_28241,YXYXYx,YXyXXYxxyXYxx,3,40833 81749 81937,"baseline,s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_28246,YXX,YYXYYXyyXXyx,2,40842 123031,baseline,incomplete_all_existing_solved
ac19_2826,YYXXYx,YYYxYYXXXyyyx,1,3500,baseline,incomplete_all_existing_solved
ac19_28276,YYXXX,YYXYXYYXXXyXyx,1,40883,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_28282,YXXyx,YYYXXYXyxyXXyX,1,40892,s20_f4,incomplete_all_existing_solved
ac19_28286,YXXYx,YYYXyXYXXYxxyx,1,40901,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_28301,YXXyx,YYXXXXXyxxYXyx,1,40926,s20_mk2_mK2,incomplete_all_existing_solved
ac19_28311,YXYXYx,YYYXXYXXyyxxx,1,40944,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_28315,YXXyx,YYYXyXyxYxyxx,3,40951 67837 74030,baseline,incomplete_all_existing_solved
ac19_28316,YXXyx,YYXYYXyyxxyXXX,1,40952,s20_f4,incomplete_all_existing_solved
ac19_28326,YXXX,YYYYXyyxyyX,4,40973 77128 116120 117721,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_28334,YXXyx,YYYYXyyXyxyXYx,3,40982 84218 114168,s20_f4,incomplete_all_existing_solved
ac19_28339,YXXyx,YYXYxYXXyxyXyX,1,40990,baseline,incomplete_all_existing_solved
ac19_28346,YYXXXYXX,YYXYYXXXyyx,1,41004,s20_mk2,incomplete_all_existing_solved
ac19_28362,YXXyx,YYYXYYxyyXyyxxxx,1,41039,s20_mk2,incomplete_all_existing_solved
ac19_28365,YYXXXyX,YYYxxxyXyyX,1,41042,baseline,incomplete_all_existing_solved
ac19_2846,YXXYx,YYXYxYXXYXyyx,3,3524 35427 66428,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_28492,YXXyx,YYXYYXyyxyyXyx,3,41275 61658 116685,baseline,incomplete_all_existing_solved
ac19_28497,YXXyxYx,YYxxyxYXX,6,41281 58241 81104 90016 103084 138639,s20_mk2_mK2,incomplete_all_existing_solved
ac19_285,YYXXX,YYxxYXXXyXyx,4,813 112540 154155 155943,s20_f4,incomplete_all_existing_solved
ac19_28506,YXXYx,YYYXXXyyxxxYYX,1,41301,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_28545,YYXXyx,YXYxxyXYxyXyx,1,41378,s20_mk2,incomplete_all_existing_solved
ac19_2856,YXXXyxx,YYXyXYxxxxyx,3,3536 61996 145340,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_28571,YYXXX,YYXyxyXXXYx,5,41430 48144 88984 127305 131624,s20_mk2,incomplete_all_existing_solved
ac19_286,YXXyx,YYYYXyyyxyXyXX,1,814,s20_mk2_mK2,incomplete_all_existing_solved
ac19_2860,YXXyx,YYYYYXyyxyyXyxYx,1,3540,s20_mk2_mK2,incomplete_all_existing_solved
ac19_28604,YXXyx,YYYXyyxxyyxxxx,1,41503,baseline,incomplete_all_existing_solved
ac19_28627,YXX,YYYXYYxYXyyXyyX,1,41540,baseline,incomplete_all_existing_solved
ac19_28637,YXXYx,YYYYXXXyXYxxyx,1,41558,s20_mk2_mK2,incomplete_all_existing_solved
ac19_2864,YYXXYx,YXyXYxyXyxxyx,1,3544,s20_mk2,incomplete_all_existing_solved
ac19_28642,YXYXX,YYYYYXXXyxyXX,1,41568,baseline,incomplete_all_existing_solved
ac19_2865,YXYXYx,YYYXXXXyxyxYx,1,3545,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_28652,YXXyx,YYYYXyyXXyxx,2,41585 114241,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_28657,YXYXYx,YYXXyXyyxxYYx,1,41598,s20_mk2_mK2,incomplete_all_existing_solved
ac19_28661,YXYXyx,YYXXXXyxxYx,4,41604 65348 81031 89923,s20_mk2,incomplete_all_existing_solved
ac19_28665,YXX,YYXyXYXXyyXYxYx,1,41612,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_28670,YXXyx,YYYXyxYxyyXyyx,2,41625 132006,baseline,incomplete_all_existing_solved
ac19_28709,YYYXXXX,YYYXYXXYXyX,3,41693 116478 120365,s20_mk2_mK2,incomplete_all_existing_solved
ac19_2875,YYXXyxx,YYxYXYx,24,3557 9101 27895 28275 32977 39539 40500 56641 60452 65250 65391 73744 76139 83832 90926 91262 91945 106880 118187 137867 146439 149904 151480 151831,baseline,incomplete_all_existing_solved
ac19_28766,YYXXX,YYYXYXyyXXXYx,2,41791 67442,s20_f4,incomplete_all_existing_solved
ac19_28774,YYXXXXYX,YYXXyXYYxyX,1,41805,s20_f4,incomplete_all_existing_solved
ac19_28776,YYXXyx,YYXXyyxxYXX,2,41808 76233,baseline,incomplete_all_existing_solved
ac19_28790,YXXX,YYYXyyxyxyyXYYx,1,41836,s20_f4,incomplete_all_existing_solved
ac19_28832,YXyxYXXyx,YYXXyxYXXyyXYX,1,41907,s20_mk2_mK2,incomplete_all_existing_solved
ac19_28841,YYXYYXXXX,YYXXXyyxYx,1,41920,s20_mk2,incomplete_all_existing_solved
ac19_28847,YYXXX,YYYYYXXyyyXyx,2,41933 101154,s20_f4,incomplete_all_existing_solved
ac19_28852,YXXXyxx,YYYXXyXXXyxx,1,41940,baseline,incomplete_all_existing_solved
ac19_28854,YXXXYxx,YYYYYXXyyx,1,41945,s20_mk2_mK2,incomplete_all_existing_solved
ac19_28855,YXXyx,YYYXXyxxxxyxxx,1,41946,s20_mk2,incomplete_all_existing_solved
ac19_28862,YXXYxxyX,YYYYXXXXyxxyX,1,41957,s20_mk2,incomplete_all_existing_solved
ac19_28864,YXXyx,YYXXyxyXYXyXyX,1,41960,s20_mk2_mK2,incomplete_all_existing_solved
ac19_28872,YXXyxYx,YYxYXXYxYX,4,41978 65910 116643 141799,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_28909,YYXXYx,YXXXYxYxxxyXX,1,42048,s20_mk2,incomplete_all_existing_solved
ac19_28916,YXXYx,YYXXXYXXyxxYxx,1,42056,s20_mk2,incomplete_all_existing_solved
ac19_28960,YXXyx,YYXyXyXXYxyyxx,1,42132,s20_mk2,incomplete_all_existing_solved
ac19_28969,YYXXX,YYXyxxYXyyxxyX,1,42151,s20_mk2,incomplete_all_existing_solved
ac19_2897,YXXyx,YYYXXyyXXyxyXX,1,3584,s20_mk2_mK2,incomplete_all_existing_solved
ac19_28974,YXXYx,YYXXYXYYxxYXyX,1,42156,s20_mk2,incomplete_all_existing_solved
ac19_28984,YXXYx,YYXXXXYYxxYX,3,42177 71979 111078,baseline,incomplete_all_existing_solved
ac19_28989,YXXYx,YYXXYxYxyXyxYX,1,42185,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_29,YXXyx,YYYXyXyx,29,92 139 1651 5923 19565 25822 28353 42161 44285 51557 58494 60896 63140 65263 68598 72195 72797 75806 82647 89373 104037 113139 126444 128902 129301 139117 151485 152297 155927,s20_mk2,incomplete_all_existing_solved
ac19_29021,YYXXyx,YYXyxYYXXXXyx,1,42249,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_29036,YYXXYYx,YYXyyXyxx,8,42279 47317 93761 98274 107334 124396 128519 132520,baseline,incomplete_all_existing_solved
ac19_29041,YYXXX,YYXYYXXyXXyxYX,1,42288,"baseline,s20_f4",incomplete_all_existing_solved
ac19_29045,YXX,YYYYYxxyXyyXyyx,1,42299,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_29051,YXXyx,YYYXXyXXyXX,6,42311 47379 69985 97587 122540 125761,s20_mk2,incomplete_all_existing_solved
ac19_29056,YXXyx,YYYXyxyxxYxyX,3,42326 152281 152719,s20_f4,incomplete_all_existing_solved
ac19_2906,YXYXYx,YYXyyXXyxxx,3,3593 67559 122273,s20_mk2,incomplete_all_existing_solved
ac19_29087,YYXXYx,YYXyXXYYxyx,3,42382 70114 133197,baseline,incomplete_all_existing_solved
ac19_29124,YXXyx,YYXXXXyXXXyyX,2,42454 85579,s20_mk2,incomplete_all_existing_solved
ac19_29129,YXXyx,YYYXyxyXyXyXYYX,2,42462 114437,s20_f4,incomplete_all_existing_solved
ac19_29134,YXXyx,YYYYXyyyxyyX,9,42469 77872 81207 82205 83365 91322 115370 131429 132289,s20_f4,incomplete_all_existing_solved
ac19_29139,YXXyXyx,YYxxYXXyxxyx,2,42477 115492,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_29144,YYXXXXX,YYXXXXXyxxx,3,42484 79853 140527,baseline,incomplete_all_existing_solved
ac19_29167,YXXYx,YYXyXXYYxxxyyX,1,42521,"baseline,s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_29170,YXXXYxx,YYxxYXXYXXyx,1,42526,s20_mk2,incomplete_all_existing_solved
ac19_29175,YYXXX,YYYXYxyyXXXyxx,1,42539,s20_mk2_mK2,incomplete_all_existing_solved
ac19_29185,YXXYx,YYYXyxYxYXXXyx,1,42553,s20_mk2,incomplete_all_existing_solved
ac19_29202,YXXyx,YYYYYXXyXyyXyX,2,42579 150655,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_29205,YXXYx,YYXYXXYxYxyyX,3,42589 79494 97695,s20_mk2,incomplete_all_existing_solved
ac19_29211,YYXXXXX,YYYXXYXXXXyX,1,42602,s20_f4,incomplete_all_existing_solved
ac19_2924,YXXYXXyX,YYXyyXXYX,7,3618 27195 86855 124979 132546 133800 141589,baseline,incomplete_all_existing_solved
ac19_29307,YXYXYXX,YYXXyXyyxYYx,1,42776,s20_f4,incomplete_all_existing_solved
ac19_29309,YXXYx,YYYXYYXyyxyXYx,2,42778 148810,s20_mk2,incomplete_all_existing_solved
ac19_29312,YXXyXYx,YYXXYYXXyX,3,42786 55053 112132,baseline,incomplete_all_existing_solved
ac19_29331,YXXyx,YYXXYXyyXyxYx,3,42815 91001 96668,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_29346,YYXXyx,YYXXXXYxxyX,3,42849 81655 106760,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_29361,YXXyx,YYXYYXXXXyxyyx,1,42888,s20_mk2,incomplete_all_existing_solved
ac19_29376,YXXyx,YYXyXXYxyxyXyX,1,42921,s20_mk2,incomplete_all_existing_solved
ac19_29380,YXyxYXXyx,YYXXyyXXyXYxyX,1,42928,s20_mk2_mK2,incomplete_all_existing_solved
ac19_29381,YYXXXXX,YYYYXyXyXyx,1,42930,s20_mk2_mK2,incomplete_all_existing_solved
ac19_29396,YXXyx,YYYXXXyyxyxxyX,1,42955,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_2940,YXXX,YYXyyXyxYxxyx,1,3641,baseline,incomplete_all_existing_solved
ac19_2941,YXXyx,YYXyxYYxyXXyx,3,3642 11315 54569,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_29419,YYXXyx,YYXXYXyXyxxyx,1,42993,s20_mk2_mK2,incomplete_all_existing_solved
ac19_29424,YXXyXyx,YYXXyXXyxxyX,2,43003 116547,s20_mk2,incomplete_all_existing_solved
ac19_29429,YYXXX,YYXXYxxxyXyX,3,43014 61178 91076,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_2944,YXXYx,YYYXYYxyXyX,11,3646 10802 20255 47559 47582 47613 77884 85147 96178 114554 122911,s20_mk2,incomplete_all_existing_solved
ac19_29440,YYXXYx,YYXyxyxYXXXYx,1,43032,s20_f4,incomplete_all_existing_solved
ac19_29445,YXXyx,YYYXyyyXXyxYYx,3,43043 79804 136432,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_29459,YXXyx,YYXYxyyxYXyxx,3,43059 50110 122793,s20_f4,incomplete_all_existing_solved
ac19_2946,YXXyx,YYXYYXyXyXyX,6,3648 65877 75361 140584 141237 149743,baseline,incomplete_all_existing_solved
ac19_29464,YXYxyx,YYXXYxyxYxYxx,1,43066,baseline,incomplete_all_existing_solved
ac19_2954,YXXYx,YYYXXyxYX,20,3656 6701 12404 25941 32452 51289 54986 59067 70368 73994 79520 103945 123716 126533 128201 128911 132848 133159 140185 141019,baseline,incomplete_all_existing_solved
ac19_2955,YYXXX,YYYXYXXyX,15,3657 15863 23265 35039 53098 54619 54962 56382 74185 88958 95867 101058 125514 134122 143994,baseline,incomplete_all_existing_solved
ac19_29565,YXXyx,YYXYXyxxyyXyX,3,43249 116839 149045,s20_mk2,incomplete_all_existing_solved
ac19_29571,YYXXyxYXyx,YYXYXXYXXyx,1,43255,s20_f4,incomplete_all_existing_solved
ac19_29574,YXXyx,YYXyXyXYxyyxxx,1,43258,s20_f4,incomplete_all_existing_solved
ac19_29600,X,YYXyyXYXyyX,1,43298,s20_f4,incomplete_all_existing_solved
ac19_2961,YXXyx,YYYXyXYXXyXyX,3,3663 77346 114193,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_29652,YXXyxYXXyxx,YYXyXYxxyXXX,1,43388,baseline,incomplete_all_existing_solved
ac19_2966,YXXYxxyX,YYYYXXYXX,7,3668 27043 43326 60502 61639 109717 143174,baseline,incomplete_all_existing_solved
ac19_29684,YXX,YYXYxYxyXXyXyyx,1,43442,s20_mk2_mK2,incomplete_all_existing_solved
ac19_29690,YYXXYx,YYYXyyXyxyyxx,1,43451,s20_mk2_mK2,incomplete_all_existing_solved
ac19_2970,YYXXYYx,YYXXyyxYx,4,3675 109982 112262 127754,s20_f4,incomplete_all_existing_solved
ac19_29717,YXXyx,YYXXYxyXXXXyx,3,43499 53615 148963,baseline,incomplete_all_existing_solved
ac19_29721,YYXXyx,YYYXyyxYYXXXX,1,43503,s20_mk2_mK2,incomplete_all_existing_solved
ac19_29722,YYXXX,YYYXXyxxxyXyyx,1,43505,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_29727,YYXXYx,YYXXYXYXYxYYx,1,43512,baseline,incomplete_all_existing_solved
ac19_29737,YXYXyx,YYXXyyxYxxYXX,1,43530,s20_mk2,incomplete_all_existing_solved
ac19_2975,YYXXXyxYx,YYYXXyXYxx,1,3681,baseline,incomplete_all_existing_solved
ac19_29779,YXX,YYYxyXyXyxyx,3,43615 48530 106986,s20_mk2,incomplete_all_existing_solved
ac19_29784,YXXyx,YYXyxYxxyyxxYX,1,43623,s20_f4,incomplete_all_existing_solved
ac19_29791,YXYXyx,YYXYxyyXXyyxxYx,2,43636 53389,s20_mk2,incomplete_all_existing_solved
ac19_29797,YYXXYx,YYYXYYYxYXX,2,43646 146310,s20_mk2_mK2,incomplete_all_existing_solved
ac19_29825,YXX,YYxyXYXyXyxYXyx,1,43698,s20_mk2,incomplete_all_existing_solved
ac19_29827,YYXXYx,YYxYXyxxYXYXX,1,43701,s20_f4,incomplete_all_existing_solved
ac19_29834,YXXyx,YYYXyXXyXYxyx,3,43714 72685 77394,baseline,incomplete_all_existing_solved
ac19_2984,YXXYx,YYXyyXYxyyx,5,3691 50315 112619 125805 155059,s20_mk2_mK2,incomplete_all_existing_solved
ac19_29841,YYYXXXX,YYYYXyXXyyxx,1,43730,baseline,incomplete_all_existing_solved
ac19_29854,YXYXyx,YYYYXYXyXXyxx,1,43753,s20_f4,incomplete_all_existing_solved
ac19_29859,YXXyx,YYXyxYXyXYxxyx,1,43762,baseline,incomplete_all_existing_solved
ac19_29900,YXXyx,YYXYXyxyyXXYxx,1,43832,s20_f4,incomplete_all_existing_solved
ac19_29919,YXYXYx,YYXXXYYxxYXyx,1,43871,baseline,incomplete_all_existing_solved
ac19_29921,YXXXXyXyXX,YXYxxxxxyxx,2,43874 147582,s20_mk2_mK2,incomplete_all_existing_solved
ac19_29940,YXYXyxYXyx,YYXXyXYxxyX,1,43902,s20_mk2_mK2,incomplete_all_existing_solved
ac19_29941,YXYXyx,YYXyXXyXYxxYX,1,43903,s20_mk2,incomplete_all_existing_solved
ac19_29944,YXXyx,YYXYxyXyxxyXyx,1,43907,s20_f4,incomplete_all_existing_solved
ac19_29954,YXXX,YYYYXYxyyyyxxyX,2,43924 97741,s20_mk2_mK2,incomplete_all_existing_solved
ac19_29959,YYXXX,YYYXXXXXYYXX,2,43932 112881,baseline,incomplete_all_existing_solved
ac19_29964,YXYXX,YYYYXyxxyXXXyx,1,43937,s20_mk2_mK2,incomplete_all_existing_solved
ac19_2999,YXXX,YYYxxxyXyyXyx,4,3708 13489 14555 96368,s20_f4,incomplete_all_existing_solved
ac19_30,YXXyx,YYXXXXyx,24,99 147 6145 19592 22174 27673 28940 29208 29264 29307 32333 52010 56146 64620 68083 79417 85474 95748 125081 139959 142076 145994 150697 154777,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_30037,YXXyx,YYYXXYxyXyxyX,3,44072 113215 149725,baseline,incomplete_all_existing_solved
ac19_3004,YXXyx,YYYXyXXyyxxxyX,1,3713,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_30045,YYXXXYxYX,YXXyXyxxxx,1,44086,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_30046,YXXyxYx,YYYXYXXyxyx,3,44087 97271 138598,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_30056,YYXXX,YYYXXXXyyXYYx,2,44100 143544,baseline,incomplete_all_existing_solved
ac19_3006,YXyXXyx,YYXXXyyxyX,3,3715 79867 145909,s20_f4,incomplete_all_existing_solved
ac19_30067,YXXyXyx,YYYXXyxyxyX,3,44126 84969 148387,s20_f4,incomplete_all_existing_solved
ac19_30072,YXXXyxYx,YXXYxxxyXXX,4,44134 51345 71170 88375,baseline,incomplete_all_existing_solved
ac19_30092,YXXyx,YYXYYxyyXXyX,5,44169 103849 128372 147025 154061,s20_f4,incomplete_all_existing_solved
ac19_30116,YXXX,YYYxyXYXyyxyx,2,44227 80609,baseline,incomplete_all_existing_solved
ac19_30126,YXXX,YYXyXYYXXyX,6,44244 69848 101231 114643 141062 143771,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_30127,YXXyx,YYYXyXyxyxYxx,4,44245 45066 58436 59244,baseline,incomplete_all_existing_solved
ac19_30132,YYXXyx,YYXXyxYXYXyxx,1,44254,baseline,incomplete_all_existing_solved
ac19_30137,YXXyx,YYYYXyyXyyXYxx,3,44261 70715 71963,s20_mk2_mK2,incomplete_all_existing_solved
ac19_3014,YXXYx,YYYYXyyXyxx,6,3723 18359 64961 94154 108336 153934,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_3015,YYXXyx,YYXYXyXYxxyXX,1,3724,s20_f4,incomplete_all_existing_solved
ac19_3016,YXXyXyx,YYYXYxxyxyx,3,3725 118140 149034,s20_mk2_mK2,incomplete_all_existing_solved
ac19_30170,YXXXyxx,YYYXyxxyxxxx,1,44321,"baseline,s20_f4",incomplete_all_existing_solved
ac19_30175,YXXyx,YYYXyyXXyyxYYx,3,44333 54232 75347,s20_mk2,incomplete_all_existing_solved
ac19_30185,YYYXXXX,YXXyxYxxYXXXX,2,44356 102377,s20_mk2,incomplete_all_existing_solved
ac19_3020,YXX,YYYYxyyXyyx,7,3729 9224 99157 102100 103050 132336 154264,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_30200,YYXXX,YYXYxyXyyXYx,5,44385 136416 147856 150118 154390,s20_mk2_mK2,incomplete_all_existing_solved
ac19_3021,YYXXyx,YYXXYxyXXyx,3,3730 62133 132368,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_30234,YYXXX,YYYXXyyyxYxyyx,1,44453,s20_mk2_mK2,incomplete_all_existing_solved
ac19_3026,YXYXYx,YYXXYYXXyyxxx,1,3735,baseline,incomplete_all_existing_solved
ac19_30260,YXyxYXXyx,YYXyXyxyxx,1,44491,s20_f4,incomplete_all_existing_solved
ac19_30299,YXXyx,YYXXXyyxYx,8,44568 47686 57781 82642 89164 110508 124426 134980,s20_f4,incomplete_all_existing_solved
ac19_30301,YYXXX,YYxYXXYXyyXyx,1,44571,baseline,incomplete_all_existing_solved
ac19_3031,YXXyx,YYXyyXXYXyXYxx,1,3740,s20_mk2_mK2,incomplete_all_existing_solved
ac19_30385,YXXyx,YYYXyyyXYXyxyX,2,44725 124860,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_30390,YXXYx,YYXYXXXXXYxYxx,1,44736,baseline,incomplete_all_existing_solved
ac19_30414,YYXXyxxyx,YYxyXyxxyx,1,44780,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_30424,YXX,YYxyXXyXyxYYxyx,1,44799,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_30436,YXXYx,YYXXYYXXXXYxxx,1,44820,baseline,incomplete_all_existing_solved
ac19_30440,YYXXX,YYYYXXXyxYXXyX,1,44827,s20_mk2,incomplete_all_existing_solved
ac19_30445,YXXyXXYx,YYXYXXyXyxx,2,44833 52131,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_3046,YYXXX,YYYXXyxxyxyyx,3,3757 23927 68633,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_30460,YXYXX,YYXyXYXXyyxYx,1,44861,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_30475,YXYXyx,YYXXyyxxxxyyX,1,44892,baseline,incomplete_all_existing_solved
ac19_30481,YYXXXyxx,YYYYxyyXXyX,1,44906,baseline,incomplete_all_existing_solved
ac19_30516,YXX,YYxxyXyxYXXyx,1,44980,baseline,incomplete_all_existing_solved
ac19_30521,YXXXyxxYx,YYXXXYxxxx,2,44986 154739,s20_mk2,incomplete_all_existing_solved
ac19_30566,YYXXXXyX,YYxyXXYXXyX,1,45053,s20_mk2,incomplete_all_existing_solved
ac19_30569,YXyXXyx,YYYxxxyxYYxxx,2,45056 78641,s20_f4,incomplete_all_existing_solved
ac19_30570,YXXyx,YYYXyyXyXYxyXXyX,1,45059,s20_mk2_mK2,incomplete_all_existing_solved
ac19_30574,YXXyXyX,YYYxxyyxyxYx,1,45065,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_30575,YYXXX,YYYXyyX,20,45067 49235 62183 63512 64123 64480 65223 65638 66114 66968 74597 78361 82076 84959 108653 119670 128004 131993 141753 152058,baseline,incomplete_all_existing_solved
ac19_30592,YXyXXyX,YYXXYxxxyyxx,1,45104,s20_mk2_mK2,incomplete_all_existing_solved
ac19_30596,YXYXX,YYxYXXyXyxYXyx,1,45109,baseline,incomplete_all_existing_solved
ac19_30611,YYXXYxxyx,YYYYYxxyyX,1,45144,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_30631,YXXYx,YYYYXXXYxyxxyX,1,45201,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_30671,YYXXXYx,YYYxxyyxyyXX,1,45280,s20_f4,incomplete_all_existing_solved
ac19_30676,YXX,YYYXyXYxYXyyyX,1,45287,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_30720,YXXXYxYx,YYYXXyxxxyX,1,45364,s20_mk2,incomplete_all_existing_solved
ac19_3077,YXXYXXyX,YYXyXYXXyXX,7,3797 76958 77843 78411 150160 151668 152534,s20_f4,incomplete_all_existing_solved
ac19_30782,YXXXyXYx,YYXyxYXyX,5,45470 53490 95362 107196 151030,s20_mk2_mK2,incomplete_all_existing_solved
ac19_3080,YXYXXYx,YYXyXYxYxyX,5,3800 94784 121898 127121 139647,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_30801,YXXyXYx,YYXYxyXyxyx,2,45509 114275,baseline,incomplete_all_existing_solved
ac19_3082,YXXyx,YYXyXyXYxyyX,5,3802 113149 135497 137609 150154,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_30844,YXXyx,YYYXYxYXyyxyXyyxyX,4,45586 96234 132071 140143,s20_mk2_mK2,incomplete_all_existing_solved
ac19_30860,YXXyx,YYYXYxyxyyxx,7,45615 47955 57830 92424 131705 132290 154656,baseline,incomplete_all_existing_solved
ac19_3087,YXX,YYYXyyXYxYxyyX,2,3807 94720,baseline,incomplete_all_existing_solved
ac19_30881,YYXXX,YYYYxyXyyxyyx,2,45658 93287,s20_mk2_mK2,incomplete_all_existing_solved
ac19_30920,YYXXX,YYXXyyXYxxxyyx,1,45734,s20_mk2_mK2,incomplete_all_existing_solved
ac19_30990,YXXyx,YYXyXYXXyXyxyX,1,45852,s20_f4,incomplete_all_existing_solved
ac19_30997,YYXXyyXYx,YYxxyXXyx,3,45869 106031 112443,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_310,YXXyx,YYXYxyXXyxx,7,838 1458 3550 74396 87209 136170 147340,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_31070,YYXXYXYxx,YYYYYYXXyx,1,45991,baseline,incomplete_all_existing_solved
ac19_31074,YXXYXXyxx,YYYXXYXXYXyyXX,1,45998,s20_mk2_mK2,incomplete_all_existing_solved
