pres_id,bin,beam_k,mu_in,best_mu,hits_stop,descended,best_rep,best_chain,chain_len,n_orbits_seen,stopped_reason,n_aut_canon,n_expanded,n_rungs,treat_cap,greedy_budget,greedy_solved,greedy_nodes,greedy_path,greedy_min_relator_length,b1k_greedy_solved,b1k_heur_solved,b1k_covgreedy_solved
622,8,8,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,344,max_aut_canon,1006,111,15,27,1000,False,1000,,18,False,False,False
624,8,8,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,344,max_aut_canon,1006,111,15,27,1000,False,1000,,18,False,False,False
623,8,8,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,344,max_aut_canon,1006,111,15,27,1000,False,1000,,18,False,False,False
634,9,8,23,14,False,True,"[""YYXXYYx"", ""YXXyxYx""]","[""xxx"", ""XXyxx"", ""xx"", ""Xyx"", ""yX"", ""XXXyx"", ""yyx"", ""xyy"", ""xyy"", ""yx"", ""xyy"", ""yxxY"", ""Xy"", ""yxx"", ""XXyx""]",15,302,max_aut_canon,1004,111,15,24,1000,True,181,21,2,False,False,True
635,9,8,23,14,False,True,"[""YYXXYYx"", ""YXXyxYx""]","[""xxx"", ""XXyxx"", ""xx"", ""Xyx"", ""yX"", ""XXXyx"", ""yyx"", ""xyy"", ""xyy"", ""yx"", ""xyy"", ""yxxY"", ""Xy"", ""yxx"", ""XXyx""]",15,302,max_aut_canon,1004,111,15,24,1000,True,181,21,2,False,False,True
637,9,8,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,344,max_aut_canon,1006,111,15,27,1000,False,1000,,18,False,False,False
639,9,8,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,344,max_aut_canon,1006,111,15,27,1000,False,1000,,18,False,False,False
638,9,8,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,344,max_aut_canon,1006,111,15,27,1000,False,1000,,18,False,False,False
636,9,8,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,344,max_aut_canon,1006,111,15,27,1000,False,1000,,18,False,False,False
0,0,10,6,6,True,False,"[""X"", ""YYXyx""]",[],0,1,stop_mu,1,0,0,24,1000,True,3,2,2,True,True,True
496,0,10,16,16,False,False,"[""X"", ""YYYYYYYXyyyyyyx""]",[],0,4,closed,28,4,2,31,1000,True,3,2,2,True,True,True
521,0,10,18,18,False,False,"[""X"", ""YYYYYYYYXyyyyyyyx""]",[],0,4,closed,19,4,3,33,1000,True,3,2,2,True,True,True
323,0,10,10,10,True,False,"[""X"", ""YYYYXyyyx""]",[],0,1,stop_mu,1,0,0,25,1000,True,3,2,2,True,True,True
228,0,10,14,8,True,True,"[""X"", ""YYYXyyx""]","[""yX""]",1,6,stop_mu,12,1,1,24,1000,True,3,2,2,True,True,True
455,0,10,19,12,True,True,"[""X"", ""YYYYYXyyyyx""]","[""Xy""]",1,9,stop_mu,20,1,1,27,1000,True,3,2,2,True,True,True
77,1,10,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yX""]",1,9,stop_mu,14,1,1,24,1000,True,7,6,2,True,True,True
43,1,10,11,11,True,False,"[""YXXyx"", ""YYXyXX""]",[],0,1,stop_mu,1,0,0,24,1000,True,9,8,2,True,True,True
141,1,10,13,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""yx""]",1,8,stop_mu,11,1,1,24,1000,True,9,8,2,True,True,True
48,1,10,12,12,True,False,"[""YXXyx"", ""YYXyXXX""]",[],0,1,stop_mu,1,0,0,24,1000,True,17,11,2,True,True,True
155,1,10,13,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""Xy""]",1,6,stop_mu,10,1,1,24,1000,True,17,11,2,True,True,True
505,1,10,22,6,True,True,"[""X"", ""YYXyx""]","[""XXyx"", ""xx"", ""yX"", ""yX"", ""Xyx"", ""yx"", ""yx"", ""xx""]",8,212,stop_mu,821,68,8,24,1000,True,3,2,2,True,True,True
247,2,10,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""XXy""]",1,8,stop_mu,15,1,1,24,1000,True,7,6,2,True,True,True
217,2,10,14,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,13,1,1,24,1000,True,8,7,2,True,True,True
201,2,10,13,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,9,stop_mu,12,1,1,24,1000,True,8,7,2,True,True,True
288,2,10,15,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,12,1,1,24,1000,True,55,10,2,True,True,True
367,2,10,16,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yx"", ""XXy"", ""yy""]",3,60,stop_mu,221,17,3,24,1000,True,7,6,2,True,True,True
331,2,10,15,10,True,True,"[""YYXyX"", ""YXXyx""]","[""yy"", ""yx""]",2,38,stop_mu,147,10,2,24,1000,True,6,5,2,True,True,True
203,3,10,12,12,True,False,"[""YXXYx"", ""YYYXyyx""]",[],0,1,stop_mu,1,0,0,24,1000,True,55,10,2,True,True,True
265,3,10,14,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,10,1,1,24,1000,True,55,10,2,True,True,True
579,3,10,21,11,True,True,"[""YXXX"", ""YYYXyyX""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""Xy""]",4,90,stop_mu,439,28,4,24,1000,True,8,7,2,True,True,True
327,3,10,15,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xyy"", ""xy"", ""yX"", ""yX""]",4,93,stop_mu,299,30,4,24,1000,True,9,8,2,True,True,True
333,3,10,14,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""yX"", ""yX"", ""yX""]",3,60,stop_mu,176,19,3,24,1000,True,10,9,2,True,True,True
380,3,10,17,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,99,stop_mu,274,29,4,24,1000,True,10,9,2,True,True,True
546,4,10,18,6,True,True,"[""X"", ""YYXyx""]","[""xy"", ""xx"", ""Xy"", ""yX""]",4,85,stop_mu,370,27,4,24,1000,True,3,2,2,True,True,True
548,4,10,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xxy"", ""xy"", ""yX""]",3,65,stop_mu,208,19,3,24,1000,True,7,6,2,True,True,True
533,4,10,16,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,101,stop_mu,305,30,4,24,1000,True,10,9,2,True,True,True
589,4,10,20,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xxxy"", ""xy"", ""yx""]",3,77,stop_mu,300,20,3,24,1000,True,9,8,2,True,True,True
580,4,10,21,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xy"", ""XXyx"", ""xx"", ""yX"", ""yX""]",5,113,stop_mu,445,38,5,24,1000,True,17,11,2,True,True,True
609,4,10,22,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,142,stop_mu,467,40,5,24,1000,True,17,11,2,False,True,True
538,5,10,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xyy"", ""xy"", ""yX""]",3,72,stop_mu,265,20,3,24,1000,True,7,6,2,False,True,True
606,5,10,23,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""XXyxx"", ""yx"", ""xx""]",6,150,stop_mu,668,49,6,24,1000,True,9,8,2,False,True,True
544,5,10,16,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""yX"", ""yX"", ""yX"", ""yX"", ""yx"", ""yx"", ""yx"", ""yx""]",8,217,stop_mu,620,69,8,24,1000,True,17,11,2,False,True,True
549,5,10,18,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yX"", ""xy"", ""yX"", ""yx"", ""yx"", ""yx"", ""yx""]",9,244,stop_mu,771,80,9,24,1000,True,17,11,2,False,True,True
543,5,10,19,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxxy"", ""yX"", ""yX"", ""yX"", ""yX"", ""yx"", ""yx"", ""yx"", ""yx""]",9,241,stop_mu,754,81,9,24,1000,True,17,11,2,False,True,True
565,5,10,18,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xxxxx""]",2,347,max_aut_canon,1001,114,13,25,1000,False,1000,,16,False,True,True
602,6,10,22,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,144,stop_mu,558,41,5,24,1000,True,17,11,2,False,True,True
632,6,10,25,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,135,stop_mu,575,41,5,24,1000,True,17,11,2,False,True,True
573,6,10,21,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""xxxxy"", ""xy"", ""Yxxy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,175,stop_mu,598,61,7,24,1000,True,10,9,2,False,False,False
586,6,10,21,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xy"", ""xxxxx""]",3,332,max_aut_canon,1001,108,12,25,1000,False,1000,,16,False,True,True
581,6,10,21,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xy"", ""xxxxx""]",3,332,max_aut_canon,1001,108,12,25,1000,False,1000,,16,False,True,True
575,6,10,18,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xxxxx""]",2,347,max_aut_canon,1001,114,13,25,1000,False,1000,,16,False,True,True
568,7,10,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,172,stop_mu,523,59,7,24,1000,True,10,9,2,False,False,False
578,7,10,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,172,stop_mu,523,59,7,24,1000,True,10,9,2,False,False,False
583,7,10,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,172,stop_mu,523,59,7,24,1000,True,10,9,2,False,False,False
628,7,10,24,13,False,True,"[""YXXyx"", ""YYXyXXXX""]","[""XXyx"", ""xx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",10,269,max_aut_canon,1010,85,10,24,1000,True,28,16,2,False,True,True
633,7,10,24,13,False,True,"[""YXXyx"", ""YYXyXXXX""]","[""XXyx"", ""xx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",10,269,max_aut_canon,1010,85,10,24,1000,True,28,16,2,False,True,True
596,7,10,20,17,False,True,"[""YXyXYxx"", ""YYYYYYXXYx""]","[""xy"", ""xxxxxx""]",2,368,max_aut_canon,1000,113,13,26,1000,False,1000,,17,False,False,False
605,8,10,20,17,False,True,"[""YXyXYxx"", ""YYYYYYXXYx""]","[""xy"", ""xxxxxx""]",2,368,max_aut_canon,1000,113,13,26,1000,False,1000,,17,False,False,False
610,8,10,20,17,False,True,"[""YXyXYxx"", ""YYYYYYXXYx""]","[""xy"", ""xxxxxx""]",2,368,max_aut_canon,1000,113,13,26,1000,False,1000,,17,False,False,False
625,8,10,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,346,max_aut_canon,1000,108,12,27,1000,False,1000,,18,False,False,False
622,8,10,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,346,max_aut_canon,1000,108,12,27,1000,False,1000,,18,False,False,False
624,8,10,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,346,max_aut_canon,1000,108,12,27,1000,False,1000,,18,False,False,False
623,8,10,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,346,max_aut_canon,1000,108,12,27,1000,False,1000,,18,False,False,False
634,9,10,23,16,False,True,"[""YYXXyxx"", ""YYYXYYxyx""]","[""xx"", ""Yxxy"", ""Xyxx""]",3,279,max_aut_canon,1006,107,12,25,1000,False,1000,,16,False,False,True
635,9,10,23,16,False,True,"[""YYXXyxx"", ""YYYXYYxyx""]","[""xx"", ""Yxxy"", ""Xyxx""]",3,279,max_aut_canon,1006,107,12,25,1000,False,1000,,16,False,False,True
637,9,10,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,346,max_aut_canon,1000,108,12,27,1000,False,1000,,18,False,False,False
639,9,10,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,346,max_aut_canon,1000,108,12,27,1000,False,1000,,18,False,False,False
638,9,10,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,346,max_aut_canon,1000,108,12,27,1000,False,1000,,18,False,False,False
636,9,10,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,346,max_aut_canon,1000,108,12,27,1000,False,1000,,18,False,False,False
0,0,16,6,6,True,False,"[""X"", ""YYXyx""]",[],0,1,stop_mu,1,0,0,24,1000,True,3,2,2,True,True,True
496,0,16,16,16,False,False,"[""X"", ""YYYYYYYXyyyyyyx""]",[],0,4,closed,28,4,2,31,1000,True,3,2,2,True,True,True
521,0,16,18,18,False,False,"[""X"", ""YYYYYYYYXyyyyyyyx""]",[],0,4,closed,19,4,3,33,1000,True,3,2,2,True,True,True
323,0,16,10,10,True,False,"[""X"", ""YYYYXyyyx""]",[],0,1,stop_mu,1,0,0,25,1000,True,3,2,2,True,True,True
228,0,16,14,8,True,True,"[""X"", ""YYYXyyx""]","[""yX""]",1,6,stop_mu,12,1,1,24,1000,True,3,2,2,True,True,True
455,0,16,19,12,True,True,"[""X"", ""YYYYYXyyyyx""]","[""Xy""]",1,9,stop_mu,20,1,1,27,1000,True,3,2,2,True,True,True
77,1,16,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yX""]",1,9,stop_mu,14,1,1,24,1000,True,7,6,2,True,True,True
43,1,16,11,11,True,False,"[""YXXyx"", ""YYXyXX""]",[],0,1,stop_mu,1,0,0,24,1000,True,9,8,2,True,True,True
141,1,16,13,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""yx""]",1,8,stop_mu,11,1,1,24,1000,True,9,8,2,True,True,True
48,1,16,12,12,True,False,"[""YXXyx"", ""YYXyXXX""]",[],0,1,stop_mu,1,0,0,24,1000,True,17,11,2,True,True,True
155,1,16,13,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""Xy""]",1,6,stop_mu,10,1,1,24,1000,True,17,11,2,True,True,True
505,1,16,22,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xx"", ""Xy"", ""yX"", ""yxY"", ""Xyx"", ""yx"", ""yx""]",7,259,stop_mu,1002,80,7,24,1000,True,9,8,2,True,True,True
247,2,16,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""XXy""]",1,8,stop_mu,15,1,1,24,1000,True,7,6,2,True,True,True
217,2,16,14,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,13,1,1,24,1000,True,8,7,2,True,True,True
201,2,16,13,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,9,stop_mu,12,1,1,24,1000,True,8,7,2,True,True,True
288,2,16,15,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,12,1,1,24,1000,True,55,10,2,True,True,True
367,2,16,16,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yx"", ""XXy"", ""yy""]",3,79,stop_mu,290,23,3,24,1000,True,7,6,2,True,True,True
331,2,16,15,10,True,True,"[""YYXyX"", ""YXXyx""]","[""yy"", ""yx""]",2,38,stop_mu,147,10,2,24,1000,True,6,5,2,True,True,True
203,3,16,12,12,True,False,"[""YXXYx"", ""YYYXyyx""]",[],0,1,stop_mu,1,0,0,24,1000,True,55,10,2,True,True,True
265,3,16,14,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,10,1,1,24,1000,True,55,10,2,True,True,True
579,3,16,21,11,True,True,"[""YXXX"", ""YYYXyyX""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""Xy""]",4,122,stop_mu,573,40,4,24,1000,True,8,7,2,True,True,True
327,3,16,15,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xyy"", ""xy"", ""yX"", ""yX""]",4,128,stop_mu,429,42,4,24,1000,True,9,8,2,True,True,True
333,3,16,14,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""yX"", ""yX"", ""yX""]",3,81,stop_mu,258,25,3,24,1000,True,10,9,2,True,True,True
380,3,16,17,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,137,stop_mu,418,41,4,24,1000,True,10,9,2,True,True,True
546,4,16,18,6,True,True,"[""X"", ""YYXyx""]","[""xy"", ""xx"", ""Xy"", ""yX""]",4,123,stop_mu,563,39,4,24,1000,True,3,2,2,True,True,True
548,4,16,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xxy"", ""xy"", ""yX""]",3,78,stop_mu,263,25,3,24,1000,True,7,6,2,True,True,True
533,4,16,16,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,137,stop_mu,450,42,4,24,1000,True,10,9,2,True,True,True
589,4,16,20,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xxxy"", ""xy"", ""yx""]",3,95,stop_mu,379,26,3,24,1000,True,9,8,2,True,True,True
580,4,16,21,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xy"", ""XXyx"", ""xx"", ""yX"", ""yX""]",5,164,stop_mu,690,56,5,24,1000,True,17,11,2,True,True,True
609,4,16,22,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,183,stop_mu,628,58,5,24,1000,True,17,11,2,False,True,True
538,5,16,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xyy"", ""xy"", ""yX""]",3,88,stop_mu,346,26,3,24,1000,True,7,6,2,False,True,True
606,5,16,23,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""XXyxx"", ""yx"", ""xx""]",6,195,stop_mu,879,73,6,24,1000,True,9,8,2,False,True,True
544,5,16,16,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""yX"", ""yX"", ""yX"", ""yX"", ""yx"", ""yx"", ""yx"", ""yx""]",8,284,stop_mu,973,105,8,24,1000,True,17,11,2,False,True,True
549,5,16,18,13,False,True,"[""YXXyx"", ""YYXyXXXX""]","[""xxxy"", ""xy"", ""yX"", ""xy"", ""yX"", ""yx"", ""yx"", ""yx""]",8,283,max_aut_canon,1004,104,8,24,1000,True,28,16,2,False,True,True
543,5,16,19,13,False,True,"[""YXXyx"", ""YYXyXXXX""]","[""xxxxy"", ""yX"", ""yX"", ""yX"", ""yX"", ""yx"", ""yx"", ""yx""]",8,301,max_aut_canon,1006,107,8,24,1000,True,28,16,2,False,True,True
565,5,16,18,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xxxxx""]",2,341,max_aut_canon,1009,112,9,25,1000,False,1000,,16,False,True,True
602,6,16,22,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,185,stop_mu,728,59,5,24,1000,True,17,11,2,False,True,True
632,6,16,25,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,191,stop_mu,747,59,5,24,1000,True,17,11,2,False,True,True
573,6,16,21,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""xxxxy"", ""xy"", ""Yxxy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,238,stop_mu,876,91,7,24,1000,True,10,9,2,False,False,False
586,6,16,21,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xy"", ""xxxxx""]",3,318,max_aut_canon,1000,104,8,25,1000,False,1000,,16,False,True,True
581,6,16,21,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xy"", ""xxxxx""]",3,318,max_aut_canon,1000,104,8,25,1000,False,1000,,16,False,True,True
575,6,16,18,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xxxxx""]",2,341,max_aut_canon,1009,112,9,25,1000,False,1000,,16,False,True,True
568,7,16,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,244,stop_mu,806,89,7,24,1000,True,10,9,2,False,False,False
578,7,16,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,244,stop_mu,806,89,7,24,1000,True,10,9,2,False,False,False
583,7,16,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,244,stop_mu,806,89,7,24,1000,True,10,9,2,False,False,False
628,7,16,24,19,False,True,"[""YYXXyxx"", ""YYYYxxxxyXXX""]","[""XXyx"", ""xx"", ""yx"", ""yX"", ""YXyy""]",5,212,max_aut_canon,1003,74,7,28,1000,True,435,46,2,False,True,True
633,7,16,24,19,False,True,"[""YYXXyxx"", ""YYYYxxxxyXXX""]","[""XXyx"", ""xx"", ""yx"", ""yX"", ""YXyy""]",5,212,max_aut_canon,1003,74,7,28,1000,True,435,46,2,False,True,True
596,7,16,20,17,False,True,"[""YXyXYxx"", ""YYYYYYXXYx""]","[""xy"", ""xxxxxx""]",2,336,max_aut_canon,1005,111,9,26,1000,False,1000,,17,False,False,False
605,8,16,20,17,False,True,"[""YXyXYxx"", ""YYYYYYXXYx""]","[""xy"", ""xxxxxx""]",2,336,max_aut_canon,1005,111,9,26,1000,False,1000,,17,False,False,False
610,8,16,20,17,False,True,"[""YXyXYxx"", ""YYYYYYXXYx""]","[""xy"", ""xxxxxx""]",2,336,max_aut_canon,1005,111,9,26,1000,False,1000,,17,False,False,False
625,8,16,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,315,max_aut_canon,1004,103,8,27,1000,False,1000,,18,False,False,False
622,8,16,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,315,max_aut_canon,1004,103,8,27,1000,False,1000,,18,False,False,False
624,8,16,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,315,max_aut_canon,1004,103,8,27,1000,False,1000,,18,False,False,False
623,8,16,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,315,max_aut_canon,1004,103,8,27,1000,False,1000,,18,False,False,False
634,9,16,23,16,False,True,"[""YYXXyxx"", ""YYYXYYxyx""]","[""xx"", ""Yxxy"", ""Xyxx""]",3,239,max_aut_canon,1007,97,8,25,1000,False,1000,,16,False,False,True
635,9,16,23,16,False,True,"[""YYXXyxx"", ""YYYXYYxyx""]","[""xx"", ""Yxxy"", ""Xyxx""]",3,239,max_aut_canon,1007,97,8,25,1000,False,1000,,16,False,False,True
637,9,16,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,315,max_aut_canon,1004,103,8,27,1000,False,1000,,18,False,False,False
639,9,16,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,315,max_aut_canon,1004,103,8,27,1000,False,1000,,18,False,False,False
638,9,16,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,315,max_aut_canon,1004,103,8,27,1000,False,1000,,18,False,False,False
636,9,16,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,315,max_aut_canon,1004,103,8,27,1000,False,1000,,18,False,False,False
0,0,32,6,6,True,False,"[""X"", ""YYXyx""]",[],0,1,stop_mu,1,0,0,24,1000,True,3,2,2,True,True,True
496,0,32,16,16,False,False,"[""X"", ""YYYYYYYXyyyyyyx""]",[],0,4,closed,28,4,2,31,1000,True,3,2,2,True,True,True
521,0,32,18,18,False,False,"[""X"", ""YYYYYYYYXyyyyyyyx""]",[],0,4,closed,19,4,3,33,1000,True,3,2,2,True,True,True
323,0,32,10,10,True,False,"[""X"", ""YYYYXyyyx""]",[],0,1,stop_mu,1,0,0,25,1000,True,3,2,2,True,True,True
228,0,32,14,8,True,True,"[""X"", ""YYYXyyx""]","[""yX""]",1,6,stop_mu,12,1,1,24,1000,True,3,2,2,True,True,True
455,0,32,19,12,True,True,"[""X"", ""YYYYYXyyyyx""]","[""Xy""]",1,9,stop_mu,20,1,1,27,1000,True,3,2,2,True,True,True
77,1,32,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yX""]",1,9,stop_mu,14,1,1,24,1000,True,7,6,2,True,True,True
43,1,32,11,11,True,False,"[""YXXyx"", ""YYXyXX""]",[],0,1,stop_mu,1,0,0,24,1000,True,9,8,2,True,True,True
141,1,32,13,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""yx""]",1,8,stop_mu,11,1,1,24,1000,True,9,8,2,True,True,True
48,1,32,12,12,True,False,"[""YXXyx"", ""YYXyXXX""]",[],0,1,stop_mu,1,0,0,24,1000,True,17,11,2,True,True,True
155,1,32,13,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""Xy""]",1,6,stop_mu,10,1,1,24,1000,True,17,11,2,True,True,True
505,1,32,22,16,False,True,"[""YYXXyxx"", ""YYYxxYXXX""]","[""XXyx"", ""xx"", ""yx"", ""yx"", ""Yxy""]",5,225,max_aut_canon,1005,64,5,25,1000,True,29,17,2,True,True,True
247,2,32,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""XXy""]",1,8,stop_mu,15,1,1,24,1000,True,7,6,2,True,True,True
217,2,32,14,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,13,1,1,24,1000,True,8,7,2,True,True,True
201,2,32,13,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,9,stop_mu,12,1,1,24,1000,True,8,7,2,True,True,True
288,2,32,15,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,12,1,1,24,1000,True,55,10,2,True,True,True
