name,cluster,description
ac19_65706,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_65715,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_65737,non_bs_short_stuck,no BS donor; total_len<=18; search never beat the root length
ac19_65738,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_65753,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_65754,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_65898,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_65967,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_66134,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_66139,non_bs_long_stuck,no BS donor; total_len>=22; search never beat the root length
ac19_66183,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_66196,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_66234,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_66385,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_66516,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_66543,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_66662,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_66724,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_66801,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_66839,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_66937,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_67050,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_67055,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_67256,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_67288,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_67450,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_67588,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_67659,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_67699,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_67821,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_67950,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_67987,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_68323,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_68470,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_68563,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_68714,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_68740,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_69068,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_69074,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_69099,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_69125,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_69139,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_69144,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_69242,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_69251,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_69316,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_69547,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_69562,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_69707,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_69757,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_69899,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_69972,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_70028,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_70288,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_70475,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_70696,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_70723,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_70758,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_70762,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_70826,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_70845,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_70877,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_70892,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_70931,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_71343,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_71581,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_71648,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_71810,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_71828,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_71854,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_71947,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_71984,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_72174,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_72274,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_72393,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_72417,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_72497,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_72656,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_72735,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
